text,topic,stems
"Gee, what a surprise. Has anyone informed the so-called (says he has no power to do anything!) Governor @BrianKempGA &amp; his puppet Lt. Governor @GeoffDuncanGA, that they could easily solve this mess, &amp; WIN. Signature verification &amp; call a Special Session. So easy! https://t.co/5cb4QdYzpU",Topic #1,"['gee', 'surpris', 'anyon', 'inform', 'socal', 'say', 'power', 'anyth', 'governor', 'briankempga', 'amp', 'puppet', 'lt', 'governor', 'geoffduncanga', 'could', 'easili', 'solv', 'mess', 'amp', 'win', 'signatur', 'verif', 'amp', 'call', 'special', 'session', 'easi', 'httpstco5cb4qdyzpu']"
Now spreading Fake News! https://t.co/Xv9d4gqGEJ,Topic #1,"['spread', 'fake', 'news', 'httpstcoxv9d4gqgej']"
So much truth to this! https://t.co/HH0LcQ5Wgl,Topic #2,"['much', 'truth', 'httpstcohh0lcq5wgl']"
".@RudyGiuliani, by far the greatest mayor in the history of NYC, and who has been working tirelessly exposing the most corrupt election (by far!) in the history of the USA, has tested positive for the China Virus. Get better soon Rudy, we will carry on!!!",Topic #1,"['rudygiuliani', 'far', 'greatest', 'mayor', 'histori', 'nyc', 'work', 'tirelessli', 'expos', 'corrupt', 'elect', 'far', 'histori', 'usa', 'test', 'posit', 'china', 'viru', 'get', 'better', 'soon', 'rudi', 'carri']"
Interesting! https://t.co/Ge1h3UKW5O,Topic #1,"['interest', 'httpstcoge1h3ukw5o']"
Will not happen. Suppression of thought! https://t.co/QJYz5N1bDC,Topic #1,"['happen', 'suppress', 'thought', 'httpstcoqjyz5n1bdc']"
"...I WON THE ELECTION, BIG. https://t.co/oFF4uzNBpe",Topic #1,"['elect', 'big', 'httpstcooff4uznbp']"
".@FoxNews daytime is not watchable. In a class with CNN &amp; MSDNC. Check out @OANN, @newsmax and others that are picking up the slack. Even a boring football game, kneeling and all, is better!",Topic #1,"['foxnew', 'daytim', 'watchabl', 'class', 'cnn', 'amp', 'msdnc', 'check', 'oann', 'newsmax', 'other', 'pick', 'slack', 'even', 'bore', 'footbal', 'game', 'kneel', 'better']"
And getting a total pass from the media! https://t.co/LyQBuhJq46,Topic #1,"['get', 'total', 'pass', 'media', 'httpstcolyqbuhjq46']"
Thank you Matt! https://t.co/yPqsdzytu4,Topic #2,"['thank', 'matt', 'httpstcoypqsdzytu4']"
Melissa is great! https://t.co/45q70Ps7oK,Topic #2,"['melissa', 'great', 'httpstco45q70ps7ok']"
Great job Dan. People are watching! https://t.co/5SiKOq3HoQ,Topic #1,"['great', 'job', 'dan', 'peopl', 'watch', 'httpstco5sikoq3hoq']"
Thank you! https://t.co/X7gFdH8fqW,Topic #2,"['thank', 'httpstcox7gfdh8fqw']"
Fraudulent result! https://t.co/vrp8SidOc8,Topic #1,"['fraudul', 'result', 'httpstcovrp8sidoc8']"
Thank you Christina! https://t.co/0ADausqhat,Topic #2,"['thank', 'christina', 'httpstco0adausqhat']"
"***Live Updates*** Trump Holds Georgia Rally for Sens. Loeffler, Perdue https://t.co/Z6XZYeCO16 via @BreitbartNews. A great evening in beautiful Georgia!",Topic #1,"['live', 'updat', 'trump', 'hold', 'georgia', 'ralli', 'sen', 'loeffler', 'perdu', 'httpstcoz6xzyeco16', 'via', 'breitbartnew', 'great', 'even', 'beauti', 'georgia']"
https://t.co/t1nwOScuF6,Topic #1,['httpstcot1nwoscuf6']
"The answer to the Democrat voter fraud is not to stay at home - that’s what Pelosi and Schumer want you to do. If you want revenge on the Democrats for their efforts to steal the Presidential election, where we are fighting hard, you have to show up and vote in RECORD numbers! https://t.co/XAJ0F2JmeL",Topic #1,"['answer', 'democrat', 'voter', 'fraud', 'stay', 'home', 'that', 'pelosi', 'schumer', 'want', 'want', 'reveng', 'democrat', 'effort', 'steal', 'presidenti', 'elect', 'fight', 'hard', 'show', 'vote', 'record', 'number', 'httpstcoxaj0f2jmel']"
"Register to vote before Monday 12/7. Register now on https://t.co/bFJXEeKHLV, then request your absentee ballot before 12/31 - do it TODAY, and return your ballot the same day you get it. If you aren’t planning to vote by mail, vote early in person, or vote on Election Day! https://t.co/mGnORcriXw",Topic #1,"['regist', 'vote', 'monday', '127', 'regist', 'httpstcobfjxeekhlv', 'request', 'absente', 'ballot', '1231', 'today', 'return', 'ballot', 'day', 'get', 'arent', 'plan', 'vote', 'mail', 'vote', 'earli', 'person', 'vote', 'elect', 'day', 'httpstcomgnorcrixw']"
https://t.co/VtlO88czRa,Topic #1,['httpstcovtlo88czra']
https://t.co/7NhZCVBncg,Topic #2,['httpstco7nhzcvbncg']
https://t.co/VWWlkmzjiL,Topic #1,['httpstcovwwlkmzjil']
https://t.co/DJSZ8ebxub,Topic #1,['httpstcodjsz8ebxub']
https://t.co/PSHXaWnrox,Topic #1,['httpstcopshxawnrox']
https://t.co/pg1ClbTDhv,Topic #1,['httpstcopg1clbtdhv']
https://t.co/tKi5SS3RI9,Topic #1,['httpstcotki5ss3ri9']
"...We received more LEGAL votes by far. All I can do is run, campaign, and be a good (great!) President – it is 100% up to the states to manage the election. Republicans will NEVER forget this.",Topic #1,"['receiv', 'legal', 'vote', 'far', 'run', 'campaign', 'good', 'great', 'presid', '100', 'state', 'manag', 'elect', 'republican', 'never', 'forget']"
"Between Governor @DougDucey of Arizona and Governor @BrianKempGA of Georgia, the Democrat Party could not be happier. They fight harder against us than do the Radical Left Dems. If they were with us, we would have already won both Arizona and Georgia...",Topic #1,"['governor', 'dougducey', 'arizona', 'governor', 'briankempga', 'georgia', 'democrat', 'parti', 'could', 'happier', 'fight', 'harder', 'us', 'radic', 'left', 'dem', 'us', 'would', 'alreadi', 'arizona', 'georgia']"
"Leaving for Georgia now.
 See you soon!",Topic #1,"['leav', 'georgia', 'see', 'soon']"
"But you never got the signature verification! Your people are refusing to do what you ask. What are they hiding? At least immediately ask for a Special Session of the Legislature. That you can easily, and immediately, do. #Transparency https://t.co/h73ZfjrDt3",Topic #1,"['never', 'got', 'signatur', 'verif', 'peopl', 'refus', 'ask', 'hide', 'least', 'immedi', 'ask', 'special', 'session', 'legislatur', 'easili', 'immedi', 'transpar', 'httpstcoh73zfjrdt3']"
"25, wow! I am surprised there are so many. We have just begun to fight. Please send me a list of the 25 RINOS. I read the Fake News Washington Post as little as possible! https://t.co/cEBM0bYuQ9",Topic #1,"['25', 'wow', 'surpris', 'mani', 'begun', 'fight', 'pleas', 'send', 'list', '25', 'rino', 'read', 'fake', 'news', 'washington', 'post', 'littl', 'possibl', 'httpstcocebm0byuq9']"
"I will easily &amp; quickly win Georgia if Governor @BrianKempGA or the Secretary of State permit a simple signature verification. Has not been done and will show large scale discrepancies. Why are these two “Republicans” saying no? If we win Georgia, everything else falls in place!",Topic #1,"['easili', 'amp', 'quickli', 'win', 'georgia', 'governor', 'briankempga', 'secretari', 'state', 'permit', 'simpl', 'signatur', 'verif', 'done', 'show', 'larg', 'scale', 'discrep', 'two', 'republican', 'say', 'win', 'georgia', 'everyth', 'els', 'fall', 'place']"
"See you tonight at 7PM, Georgia! https://t.co/gMYtLGGqzI",Topic #1,"['see', 'tonight', '7pm', 'georgia', 'httpstcogmytlggqzi']"
https://t.co/ouGhtnhwGG,Topic #1,['httpstcooughtnhwgg']
https://t.co/cYj73a5fiR,Topic #1,['httpstcocyj73a5fir']
https://t.co/yV62397bgs,Topic #1,['httpstcoyv62397bg']
https://t.co/AMIT0WetT1,Topic #1,['httpstcoamit0wett1']
https://t.co/VTNYa5vaG7,Topic #1,['httpstcovtnya5vag7']
"See you tomorrow night at 7PM, Valdosta, Georgia! https://t.co/Or9WioLiVk",Topic #1,"['see', 'tomorrow', 'night', '7pm', 'valdosta', 'georgia', 'httpstcoor9wiolivk']"
https://t.co/vdaaFDn2Xi,Topic #2,['httpstcovdaafdn2xi']
"Thank you to Senate President Karen Fann and House Speaker Russell Bowers – and all, for what you are doing in Arizona. A fast check of signatures will easily give us the state. Votes against have been reduced to a very small number! https://t.co/NIGpkJHyoY https://t.co/gJIozjtyES",Topic #1,"['thank', 'senat', 'presid', 'karen', 'fann', 'hous', 'speaker', 'russel', 'bower', 'arizona', 'fast', 'check', 'signatur', 'easili', 'give', 'us', 'state', 'vote', 'reduc', 'small', 'number', 'httpstconigpkjhyoy', 'httpstcogjiozjty']"
Watch @SeanHannity tonight at 9:00 P.M. Eastern — story on Voter Fraud!,Topic #1,"['watch', 'seanhann', 'tonight', '900', 'pm', 'eastern', 'stori', 'voter', 'fraud']"
STOCK MARKET REACHES NEW ALL-TIME HIGH!,Topic #2,"['stock', 'market', 'reach', 'new', 'alltim', 'high']"
"The only thing more RIGGED than the 2020 Presidential Election is the FAKE NEWS SUPPRESSED MEDIA. No matter how big or important the story, if it is even slightly positive for “us”, or negative for “them”, it will not be reported!",Topic #1,"['thing', 'rig', '2020', 'presidenti', 'elect', 'fake', 'news', 'suppress', 'media', 'matter', 'big', 'import', 'stori', 'even', 'slightli', 'posit', 'us', 'neg', 'report']"
MAKE AMERICA GREAT AGAIN!,Topic #2,"['make', 'america', 'great']"
RIGGED ELECTION!,Topic #1,"['rig', 'elect']"
GET TOUGH REPUBLICANS!,Topic #1,"['get', 'tough', 'republican']"
"A provision is in the NDAA for the renaming, or even desecration, of National Monuments in National Parks. This is not what our Country wants!",Topic #3,"['provis', 'ndaa', 'renam', 'even', 'desecr', 'nation', 'monument', 'nation', 'park', 'countri', 'want']"
"Whistleblowers reveal that the USPS is responsible for tampering with hundreds of thousands of ballots. @OANN  This long time Democrat stronghold got rid of massive numbers, especially in swing states, during and before delivery of the ballots. Well documented evidence!",Topic #1,"['whistleblow', 'reveal', 'usp', 'respons', 'tamper', 'hundr', 'thousand', 'ballot', 'oann', 'long', 'time', 'democrat', 'stronghold', 'got', 'rid', 'massiv', 'number', 'especi', 'swing', 'state', 'deliveri', 'ballot', 'well', 'document', 'evid']"
Big Rally Saturday Night in Georgia!!!,Topic #1,"['big', 'ralli', 'saturday', 'night', 'georgia']"
A great person who did a fantastic job. Thank you Alyssa! https://t.co/TEWiYEGnJO,Topic #2,"['great', 'person', 'fantast', 'job', 'thank', 'alyssa', 'httpstcotewiyegnjo']"
@JimInhofe What good is having a very expensive National Defense Authorization Act if Big Tech can run circles around you and the security of our Country? End Section 230 now! #NDAA,Topic #3,"['jiminhof', 'good', 'expens', 'nation', 'defens', 'author', 'act', 'big', 'tech', 'run', 'circl', 'around', 'secur', 'countri', 'end', 'section', '230', 'ndaa']"
"But doesn’t get rid of Big Tech’s windfall, Section 230, a grave threat to National Security. I will VETO! https://t.co/QI7BfNc7hb",Topic #3,"['doesnt', 'get', 'rid', 'big', 'tech', 'windfal', 'section', '230', 'grave', 'threat', 'nation', 'secur', 'veto', 'httpstcoqi7bfnc7hb']"
"Very sadly for our Nation, it looks like Senator @JimInhofe will not be putting the Section 230 termination clause into the Defense Bill. So bad for our National Security and Election Integrity. Last chance to ever get it done. I will VETO!",Topic #3,"['sadli', 'nation', 'look', 'like', 'senat', 'jiminhof', 'put', 'section', '230', 'termin', 'claus', 'defens', 'bill', 'bad', 'nation', 'secur', 'elect', 'integr', 'last', 'chanc', 'ever', 'get', 'done', 'veto']"
"The best way to insure a @KLoeffler and @sendavidperdue VICTORY is to allow signature checks in the Presidential race, which will insure a Georgia Presidential win (very few votes are needed, many will be found). Spirits will soar and everyone will rush out and VOTE! @BrianKempGA",Topic #1,"['best', 'way', 'insur', 'kloeffler', 'sendavidperdu', 'victori', 'allow', 'signatur', 'check', 'presidenti', 'race', 'insur', 'georgia', 'presidenti', 'win', 'vote', 'need', 'mani', 'found', 'spirit', 'soar', 'everyon', 'rush', 'vote', 'briankempga']"
People in Georgia got caught cold bringing in massive numbers of ballots and putting them in “voting” machines. Great job @BrianKempGA!,Topic #1,"['peopl', 'georgia', 'got', 'caught', 'cold', 'bring', 'massiv', 'number', 'ballot', 'put', 'vote', 'machin', 'great', 'job', 'briankempga']"
"Governor @dougducey of Arizona hired a lawyer today. Wouldn’t allowing a strong check of ballots, which would be easier and so much better for our Country, be easier on him and the great State of Arizona?",Topic #1,"['governor', 'dougducey', 'arizona', 'hire', 'lawyer', 'today', 'wouldnt', 'allow', 'strong', 'check', 'ballot', 'would', 'easier', 'much', 'better', 'countri', 'easier', 'great', 'state', 'arizona']"
"“Nevada Court Hears Of USPS Witness Obstruction, Flawed Machine Inspections, And Deceased Voters” https://t.co/wuwzplRyFY",Topic #1,"['nevada', 'court', 'hear', 'usp', 'wit', 'obstruct', 'flaw', 'machin', 'inspect', 'deceas', 'voter', 'httpstcowuwzplryfi']"
"“Nevada 'fraud': 1,500 ‘dead’ voters, 42,248 voted ‘multiple times,’ RV camps as 'homes'” https://t.co/lBpB89tA3I",Topic #7,"['nevada', ""'fraud"", ""'"", '1500', 'dead', 'voter', '42248', 'vote', 'multipl', 'time', 'rv', 'camp', ""'homes"", ""'"", 'httpstcolbpb89ta3i']"
“Dominion contractor at Detroit counting center says thousands of ballots were scanned multiple times” https://t.co/8LuOw5DYJE,Topic #1,"['dominion', 'contractor', 'detroit', 'count', 'center', 'say', 'thousand', 'ballot', 'scan', 'multipl', 'time', 'httpstco8luow5dyj']"
“Pro-Biden effort offered Native Americans $25-$500 Visa gift cards and jewelry to vote” https://t.co/nNDcrhIgSX,Topic #5,"['probiden', 'effort', 'offer', 'nativ', 'american', '25500', 'visa', 'gift', 'card', 'jewelri', 'vote', 'httpstconndcrhigsx']"
Congratulations @CoachLouHoltz88! https://t.co/QJFg3TwrUE,Topic #2,"['congratul', 'coachlouholtz88', 'httpstcoqjfg3twru']"
"Wow! Blockbuster testimony taking place right now in Georgia. Ballot stuffing by Dems when Republicans were forced to leave the large counting room. Plenty more coming, but this alone leads to an easy win of the State!",Topic #1,"['wow', 'blockbust', 'testimoni', 'take', 'place', 'right', 'georgia', 'ballot', 'stuf', 'dem', 'republican', 'forc', 'leav', 'larg', 'count', 'room', 'plenti', 'come', 'alon', 'lead', 'easi', 'win', 'state']"
Thank you to Representative Mo Brooks!,Topic #2,"['thank', 'repres', 'mo', 'brook']"
Georgia hearings now on @OANN. Amazing!,Topic #1,"['georgia', 'hear', 'oann', 'amaz']"
"The “Republican” Governor of Georgia, @BrianKempGA, and the Secretary of State, MUST immediately allow a signature verification match on the Presidential Election. If that happens, we quickly and easily win the State and importantly, pave the way for a big David and Kelly WIN!",Topic #1,"['republican', 'governor', 'georgia', 'briankempga', 'secretari', 'state', 'must', 'immedi', 'allow', 'signatur', 'verif', 'match', 'presidenti', 'elect', 'happen', 'quickli', 'easili', 'win', 'state', 'importantli', 'pave', 'way', 'big', 'david', 'kelli', 'win']"
Thank you to Represenative Mo Brooks!,Topic #2,"['thank', 'represen', 'mo', 'brook']"
"Looks like certain Republican Senators are getting cold feet with respect to the termination of Big Tech’s Section 230, a National Security and Election Integrity MUST. For years, all talk, no action. Termination must be put in Defense Bill!!!",Topic #3,"['look', 'like', 'certain', 'republican', 'senat', 'get', 'cold', 'feet', 'respect', 'termin', 'big', 'tech', 'section', '230', 'nation', 'secur', 'elect', 'integr', 'must', 'year', 'talk', 'action', 'termin', 'must', 'put', 'defens', 'bill']"
https://t.co/tZSLBlrlTv,Topic #1,['httpstcotzslblrltv']
https://t.co/YEBGzS1OB3,Topic #2,['httpstcoyebgzs1ob3']
https://t.co/VDJRAW94ki,Topic #1,['httpstcovdjraw94ki']
https://t.co/6RcWjBtkoF,Topic #1,['httpstco6rcwjbtkof']
https://t.co/s1PiR5LBlt,Topic #1,['httpstcos1pir5lblt']
https://t.co/JONLHVoEwQ,Topic #2,['httpstcojonlhvoewq']
https://t.co/DVDyvbGIKz,Topic #1,['httpstcodvdyvbgikz']
"In Arizona, it turns out that 3% of the votes cast in the 100 count vote sampling were tainted or worse. This would be, if carried forward, approximately 90,000 votes more than we would need to win the State. Now we were granted a much larger sample to work with. Wow!",Topic #1,"['arizona', 'turn', '3', 'vote', 'cast', '100', 'count', 'vote', 'sampl', 'taint', 'wors', 'would', 'carri', 'forward', 'approxim', '90000', 'vote', 'would', 'need', 'win', 'state', 'grant', 'much', 'larger', 'sampl', 'work', 'wow']"
HAPPENING NOW! @OANN https://t.co/JPWQNISItN,Topic #1,"['happen', 'oann', 'httpstcojpwqnisitn']"
"Statement by Donald J. Trump, The President of the United States

Full Video: https://t.co/EHqzsLbbJG https://t.co/Eu4IsLNsKD",Topic #2,"['statement', 'donald', 'j', 'trump', 'presid', 'unit', 'state', 'full', 'video', 'httpstcoehqzslbbjg', 'httpstcoeu4islnskd']"
"Will be going to Georgia for a big Trump Rally in support of our two great Republican Senators, David and Kelly. They are fantastic people who love their Country and love their State. We must work hard and be sure they win. #USA",Topic #1,"['go', 'georgia', 'big', 'trump', 'ralli', 'support', 'two', 'great', 'republican', 'senat', 'david', 'kelli', 'fantast', 'peopl', 'love', 'countri', 'love', 'state', 'must', 'work', 'hard', 'sure', 'win', 'usa']"
https://t.co/YjKjOzpYLp,Topic #1,['httpstcoyjkjozpylp']
https://t.co/sxF42xORin,Topic #1,['httpstcosxf42xorin']
"Thank you to @SenTomCotton for the really nice words on all we are doing, and have done. We will win!",Topic #1,"['thank', 'sentomcotton', 'realli', 'nice', 'word', 'done', 'win']"
Big voter fraud hearings today in the Great State of Michigan. This election is a far bigger scandal (FRAUD!) than anyone would have thought - not even close. Watch today!,Topic #1,"['big', 'voter', 'fraud', 'hear', 'today', 'great', 'state', 'michigan', 'elect', 'far', 'bigger', 'scandal', 'fraud', 'anyon', 'would', 'thought', 'even', 'close', 'watch', 'today']"
https://t.co/zDkdRmLfvT,Topic #1,['httpstcozdkdrmlfvt']
https://t.co/dJniOejwqT,Topic #1,['httpstcodjnioejwqt']
https://t.co/n0DrfZnPaX https://t.co/aSWsjTco31,Topic #2,"['httpstcon0drfznpax', 'httpstcoaswsjtco31']"
https://t.co/YeK883gDRr,Topic #1,['httpstcoyek883gdrr']
The Fake News refuses to report this! https://t.co/OvsdLJQL4u,Topic #1,"['fake', 'news', 'refus', 'report', 'httpstcoovsdljql4u']"
Pardon investigation is Fake News!,Topic #1,"['pardon', 'investig', 'fake', 'news']"
Rigged Election. Show signatures and envelopes. Expose the massive voter fraud in Georgia. What is Secretary of State and @BrianKempGA afraid of. They know what we’ll find!!! https://t.co/Km7tRm2s1A,Topic #1,"['rig', 'elect', 'show', 'signatur', 'envelop', 'expos', 'massiv', 'voter', 'fraud', 'georgia', 'secretari', 'state', 'briankempga', 'afraid', 'know', 'well', 'find', 'httpstcokm7trm2s1a']"
Suppression Media! https://t.co/zYlVKeb7oK,Topic #1,"['suppress', 'media', 'httpstcozylvkeb7ok']"
".....Therefore, if the very dangerous &amp; unfair Section 230 is not completely terminated as part of the National Defense Authorization Act (NDAA), I will be forced to unequivocally VETO the Bill when sent to the very beautiful Resolute desk. Take back America NOW. Thank you!",Topic #3,"['therefor', 'danger', 'amp', 'unfair', 'section', '230', 'complet', 'termin', 'part', 'nation', 'defens', 'author', 'act', 'ndaa', 'forc', 'unequivoc', 'veto', 'bill', 'sent', 'beauti', 'resolut', 'desk', 'take', 'back', 'america', 'thank']"
"Section 230, which is a liability shielding gift from the U.S. to “Big Tech” (the only companies in America that have it - corporate welfare!), is a serious threat to our National Security &amp; Election Integrity. Our Country can never be safe &amp; secure if we allow it to stand.....",Topic #3,"['section', '230', 'liabil', 'shield', 'gift', 'us', 'big', 'tech', 'compani', 'america', 'corpor', 'welfar', 'seriou', 'threat', 'nation', 'secur', 'amp', 'elect', 'integr', 'countri', 'never', 'safe', 'amp', 'secur', 'allow', 'stand']"
.@RealDrGina — Good luck on your new show tonight on @RealAmVoice at 7:00 P.M. Eastern. I know it will be a big hit! https://t.co/3g5fDYX6TR,Topic #2,"['realdrgina', 'good', 'luck', 'new', 'show', 'tonight', 'realamvoic', '700', 'pm', 'eastern', 'know', 'big', 'hit', 'httpstco3g5fdyx6tr']"
https://t.co/0FXHvfJ0c1,Topic #1,['httpstco0fxhvfj0c1']
https://t.co/HOtVBv9Tfj,Topic #1,['httpstcohotvbv9tfj']
Jesse Morgan—a truck driver (subcontractor) with USPS in PENNSYLVANIA...https://t.co/EFxXZnQCUS,Topic #5,"['jess', 'morgana', 'truck', 'driver', 'subcontractor', 'usp', 'pennsylvaniahttpstcoefxxznqcu']"
https://t.co/7DWi3pjdIr,Topic #1,['httpstco7dwi3pjdir']
https://t.co/vV8S7cqDvz,Topic #1,['httpstcovv8s7cqdvz']
"LIVE NOW! Press Conference by Amistad Project: “Election Whistleblowers Come Forward”
https://t.co/Yjh1GsxGvS",Topic #2,"['live', 'press', 'confer', 'amistad', 'project', 'elect', 'whistleblow', 'come', 'forward', 'httpstcoyjh1gsxgv']"
Michigan voter fraud hearing going on now!,Topic #1,"['michigan', 'voter', 'fraud', 'hear', 'go']"
Hope everybody is watching @OANN right now. Other media afraid to show. People are coming forward like never before. Large truck carrying hundreds of thousands of fraudulent (FAKE) ballots to a voting center? TERRIBLE - SAVE AMERICA!,Topic #1,"['hope', 'everybodi', 'watch', 'oann', 'right', 'media', 'afraid', 'show', 'peopl', 'come', 'forward', 'like', 'never', 'larg', 'truck', 'carri', 'hundr', 'thousand', 'fraudul', 'fake', 'ballot', 'vote', 'center', 'terribl', 'save', 'america']"
https://t.co/QjmZqNeJdt,Topic #1,['httpstcoqjmzqnejdt']
https://t.co/IKBaWI68af,Topic #2,['httpstcoikbawi68af']
https://t.co/PypQRFKuWt,Topic #1,['httpstcopypqrfkuwt']
https://t.co/hhxUHKxwlE,Topic #1,['httpstcohhxuhkxwl']
https://t.co/hTRI4vYbY5,Topic #1,['httpstcohtri4vyby5']
https://t.co/x2kNO9LYEO,Topic #1,['httpstcox2kno9lyeo']
https://t.co/a1kQRp7EzG,Topic #2,['httpstcoa1kqrp7ezg']
https://t.co/MLUbZv1OpN,Topic #1,['httpstcomlubzv1opn']
https://t.co/uh11qAODPR,Topic #1,['httpstcouh11qaodpr']
https://t.co/yNZKyxHky1,Topic #1,['httpstcoynzkyxhky1']
https://t.co/7AEjFxJWeH,Topic #2,['httpstco7aejfxjweh']
https://t.co/wNKLOhse2v,Topic #2,['httpstcownklohse2v']
"“The president was RIGHT when he said get the kids back in school—Now Dr. Fauci says, 'You know what, I'm looking at the data—the kids should be in school.'"" @kilmeade 
https://t.co/2FtrIcqO1B",Topic #2,"['presid', 'right', 'said', 'get', 'kid', 'back', 'schoolnow', 'dr', 'fauci', 'say', ""'you"", 'know', 'i', ""'m"", 'look', 'datath', 'kid', 'school', ""'"", 'kilmead', 'httpstco2ftricqo1b']"
Do something @BrianKempGA. You allowed your state to be scammed. We must check signatures and count signed envelopes against ballots. Then call off election. It won’t be needed. We will all WIN! https://t.co/UiJrlyBGiK,Topic #1,"['someth', 'briankempga', 'allow', 'state', 'scam', 'must', 'check', 'signatur', 'count', 'sign', 'envelop', 'ballot', 'call', 'elect', 'wont', 'need', 'win', 'httpstcouijrlybgik']"
We won Michigan by a lot! https://t.co/D6inAewQxP,Topic #1,"['michigan', 'lot', 'httpstcod6inaewqxp']"
Impossible result! https://t.co/QDaxamGs3p,Topic #1,"['imposs', 'result', 'httpstcoqdaxamgs3p']"
"Fake election results in Nevada, also! https://t.co/l8MDOSlqQ7",Topic #1,"['fake', 'elect', 'result', 'nevada', 'also', 'httpstcol8mdoslqq7']"
Disgraceful! https://t.co/t0epa2ItFm,Topic #1,"['disgrac', 'httpstcot0epa2itfm']"
A judge in Nevada has ordered Clark County officials to allow an inspection of the elections equipment and sealed containers used in the 2020 election by 1:00 P.M. tomorrow. @RichardGrenell @AdamLaxalt @mschlapp,Topic #1,"['judg', 'nevada', 'order', 'clark', 'counti', 'offici', 'allow', 'inspect', 'elect', 'equip', 'seal', 'contain', 'use', '2020', 'elect', '100', 'pm', 'tomorrow', 'richardgrenel', 'adamlaxalt', 'mschlapp']"
Only in America! https://t.co/s0sS1eYXJy,Topic #1,"['america', 'httpstcos0ss1eyxji']"
Not statistically possible. Rigged Election! https://t.co/Yw8roUTJhy,Topic #1,"['statist', 'possibl', 'rig', 'elect', 'httpstcoyw8routjhi']"
Thank you! A lot of Senators and House Members are very happy that I came along. Think I’ll stick around for awhile! https://t.co/stOYWuAJ13,Topic #2,"['thank', 'lot', 'senat', 'hous', 'member', 'happi', 'came', 'along', 'think', 'ill', 'stick', 'around', 'awhil', 'httpstcostoywuaj13']"
Donald Trump Calls In to Arizona Voter Fraud Hearing: We‘re Fighting Back https://t.co/pzDS6YnwSf via @BreitbartNews. A very inspiring hearing. Such great support from both witnesses to election fraud and political leaders!,Topic #1,"['donald', 'trump', 'call', 'arizona', 'voter', 'fraud', 'hear', 'fight', 'back', 'httpstcopzds6ynwsf', 'via', 'breitbartnew', 'inspir', 'hear', 'great', 'support', 'wit', 'elect', 'fraud', 'polit', 'leader']"
Arizona hearings on live right now on @OANN. Such total corruption. So sad for our country!,Topic #1,"['arizona', 'hear', 'live', 'right', 'oann', 'total', 'corrupt', 'sad', 'countri']"
...And there are many such articles. Rigged Election! https://t.co/P8scMauhcI,Topic #1,"['mani', 'articl', 'rig', 'elect', 'httpstcop8scmauhci']"
TRUE! https://t.co/GaldE1fto5,Topic #2,"['true', 'httpstcogalde1fto5']"
"Why is he rushing to put a Democrat in office, especially when so many horrible things concerning voter fraud are being revealed at the hearing going on right now. @OANN What is going on with @dougducey? Republicans will long remember! https://t.co/XILGaHcyw7",Topic #1,"['rush', 'put', 'democrat', 'offic', 'especi', 'mani', 'horribl', 'thing', 'concern', 'voter', 'fraud', 'reveal', 'hear', 'go', 'right', 'oann', 'go', 'dougducey', 'republican', 'long', 'rememb', 'httpstcoxilgahcyw7']"
".@OANN  WOW, total election corruption in Arizona. Hearing on now! Why isn’t @FoxNews covering the Arizona hearings?",Topic #1,"['oann', 'wow', 'total', 'elect', 'corrupt', 'arizona', 'hear', 'isnt', 'foxnew', 'cover', 'arizona', 'hear']"
Trump legal team in Arizona and on @OANN now. Big “stuff”. Enjoy!,Topic #1,"['trump', 'legal', 'team', 'arizona', 'oann', 'big', 'stuff', 'enjoy']"
Moderna now applying for Emergency Vaccine Approval.. @US_FDA MUST ACT QUICKLY!!!  “Operation Warp Speed has been a great modern day miracle.”,Topic #2,"['moderna', 'appli', 'emerg', 'vaccin', 'approv', 'usfda', 'must', 'act', 'quickli', 'oper', 'warp', 'speed', 'great', 'modern', 'day', 'miracl']"
"....Also, quickly check the number of envelopes versus the number of ballots. You may just find that there are many more ballots than there are envelopes. So simple, and so easy to do. Georgia Republicans are angry, all Republicans are angry. Get it done!",Topic #1,"['also', 'quickli', 'check', 'number', 'envelop', 'versu', 'number', 'ballot', 'may', 'find', 'mani', 'ballot', 'envelop', 'simpl', 'easi', 'georgia', 'republican', 'angri', 'republican', 'angri', 'get', 'done']"
"Why won’t Governor @BrianKempGA, the hapless Governor of Georgia, use his emergency powers, which can be easily done, to overrule his obstinate Secretary of State, and do a match of signatures on envelopes. It will be a “goldmine” of fraud, and we will easily WIN the state....",Topic #1,"['wont', 'governor', 'briankempga', 'hapless', 'governor', 'georgia', 'use', 'emerg', 'power', 'easili', 'done', 'overrul', 'obstin', 'secretari', 'state', 'match', 'signatur', 'envelop', 'goldmin', 'fraud', 'easili', 'win', 'state']"
"I’m not fighting for me, I’m fighting for the 74,000,000 million people (not including the many Trump ballots that were “tossed”), a record for a sitting President, who voted for me!",Topic #1,"['im', 'fight', 'im', 'fight', '74000000', 'million', 'peopl', 'includ', 'mani', 'trump', 'ballot', 'toss', 'record', 'sit', 'presid', 'vote']"
NO WAY WE LOST THIS ELECTION! https://t.co/orOXBaR8uE,Topic #1,"['way', 'lost', 'elect', 'httpstcooroxbar8u']"
